time,sensor,data
12-26-2018 06:00:24,F20,601
12-26-2018 06:00:24,F2T,67.82
12-26-2018 06:00:24,F2H,52.40
12-26-2018 06:30:01,F10,580
12-26-2018 06:30:01,F1T,81.50
12-26-2018 06:30:01,F1H,32.40
12-26-2018 06:30:09,N10,423
12-26-2018 06:30:09,N11,337
12-26-2018 06:30:09,N12,314
12-26-2018 06:30:09,N1T,79.34
12-26-2018 06:30:09,N1H,99.90
12-26-2018 06:30:16,P10,518
12-26-2018 06:30:16,P11,427
12-26-2018 06:30:16,P12,380
12-26-2018 06:30:16,P1T,69.62
12-26-2018 06:30:16,P1H,58.00
12-26-2018 06:30:23,F20,603
12-26-2018 06:30:23,F2T,67.82
12-26-2018 06:30:23,F2H,52.50
12-26-2018 07:00:01,F10,582
12-26-2018 07:00:01,F1T,82.04
12-26-2018 07:00:01,F1H,32.10
12-26-2018 07:00:08,N10,431
12-26-2018 07:00:08,N11,337
12-26-2018 07:00:08,N12,317
12-26-2018 07:00:08,N1T,79.52
12-26-2018 07:00:08,N1H,99.90
12-26-2018 07:00:16,P10,517
12-26-2018 07:00:16,P11,428
12-26-2018 07:00:16,P12,384
12-26-2018 07:00:16,P1T,70.16
12-26-2018 07:00:16,P1H,65.50
12-26-2018 07:00:23,F20,598
12-26-2018 07:00:23,F2T,68.18
12-26-2018 07:00:23,F2H,52.50
12-26-2018 07:30:01,F10,588
12-26-2018 07:30:01,F1T,82.40
12-26-2018 07:30:01,F1H,31.90
12-26-2018 07:30:09,N10,430
12-26-2018 07:30:09,N11,333
12-26-2018 07:30:09,N12,312
12-26-2018 07:30:09,N1T,81.68
12-26-2018 07:30:09,N1H,99.90
12-26-2018 07:30:16,P10,505
12-26-2018 07:30:16,P11,432
12-26-2018 07:30:16,P12,381
12-26-2018 07:30:16,P1T,70.52
12-26-2018 07:30:16,P1H,60.40
12-26-2018 07:30:23,F20,595
12-26-2018 07:30:23,F2T,74.30
12-26-2018 07:30:23,F2H,46.50
12-26-2018 08:00:01,F10,589
12-26-2018 08:00:01,F1T,82.58
12-26-2018 08:00:01,F1H,31.90
12-26-2018 08:00:08,N10,404
12-26-2018 08:00:08,N11,330
12-26-2018 08:00:08,N12,306
12-26-2018 08:00:08,N1T,82.58
12-26-2018 08:00:08,N1H,99.90
12-26-2018 08:00:16,P10,512
12-26-2018 08:00:16,P11,429
12-26-2018 08:00:16,P12,377
12-26-2018 08:00:16,P1T,70.70
12-26-2018 08:00:16,P1H,60.10
12-26-2018 08:00:23,F20,593
12-26-2018 08:00:23,F2T,75.02
12-26-2018 08:00:23,F2H,45.60
12-26-2018 08:30:02,F10,592
12-26-2018 08:30:02,F1T,82.76
12-26-2018 08:30:02,F1H,31.90
12-26-2018 08:30:09,N10,396
12-26-2018 08:30:09,N11,330
12-26-2018 08:30:09,N12,303
12-26-2018 08:30:09,N1T,83.30
12-26-2018 08:30:09,N1H,99.90
12-26-2018 08:30:16,P10,512
12-26-2018 08:30:16,P11,426
12-26-2018 08:30:16,P12,381
12-26-2018 08:30:16,P1T,70.88
12-26-2018 08:30:16,P1H,58.50
12-26-2018 08:30:24,F20,591
12-26-2018 08:30:24,F2T,75.20
12-26-2018 08:30:24,F2H,45.60
12-26-2018 09:00:01,F10,592
12-26-2018 09:00:01,F1T,82.94
12-26-2018 09:00:01,F1H,31.80
12-26-2018 09:00:09,N10,418
12-26-2018 09:00:09,N11,331
12-26-2018 09:00:09,N12,313
12-26-2018 09:00:09,N1T,83.84
12-26-2018 09:00:09,N1H,99.90
12-26-2018 09:00:16,P10,519
12-26-2018 09:00:16,P11,425
12-26-2018 09:00:16,P12,383
12-26-2018 09:00:16,P1T,71.24
12-26-2018 09:00:16,P1H,54.50
12-26-2018 09:00:23,F20,593
12-26-2018 09:00:23,F2T,75.38
12-26-2018 09:00:23,F2H,45.40
12-26-2018 09:30:01,F10,598
12-26-2018 09:30:01,F1T,83.12
12-26-2018 09:30:01,F1H,31.70
12-26-2018 09:30:08,N10,407
12-26-2018 09:30:08,N11,326
12-26-2018 09:30:08,N12,305
12-26-2018 09:30:08,N1T,84.02
12-26-2018 09:30:08,N1H,99.90
12-26-2018 09:30:15,P10,504
12-26-2018 09:30:15,P11,424
12-26-2018 09:30:15,P12,376
12-26-2018 09:30:15,P1T,71.24
12-26-2018 09:30:15,P1H,54.10
12-26-2018 09:30:23,F20,591
12-26-2018 09:30:23,F2T,75.56
12-26-2018 09:30:23,F2H,45.50
12-26-2018 10:00:01,F10,600
12-26-2018 10:00:01,F1T,83.30
12-26-2018 10:00:01,F1H,31.90
12-26-2018 10:00:09,N10,383
12-26-2018 10:00:09,N11,322
12-26-2018 10:00:09,N12,299
12-26-2018 10:00:09,N1T,84.38
12-26-2018 10:00:09,N1H,99.90
12-26-2018 10:00:16,P10,500
12-26-2018 10:00:16,P11,425
12-26-2018 10:00:16,P12,377
12-26-2018 10:00:16,P1T,71.42
12-26-2018 10:00:16,P1H,54.90
12-26-2018 10:00:23,F20,597
12-26-2018 10:00:23,F2T,75.92
12-26-2018 10:00:23,F2H,46.10
12-26-2018 10:30:01,F10,597
12-26-2018 10:30:01,F1T,83.48
12-26-2018 10:30:01,F1H,31.70
12-26-2018 10:30:08,N10,401
12-26-2018 10:30:08,N11,323
12-26-2018 10:30:08,N12,298
12-26-2018 10:30:08,N1T,84.74
12-26-2018 10:30:08,N1H,99.90
12-26-2018 10:30:16,P10,504
12-26-2018 10:30:16,P11,421
12-26-2018 10:30:16,P12,376
12-26-2018 10:30:16,P1T,71.60
12-26-2018 10:30:16,P1H,55.40
12-26-2018 10:30:23,F20,597
12-26-2018 10:30:23,F2T,75.92
12-26-2018 10:30:23,F2H,45.30
12-26-2018 11:00:01,F10,589
12-26-2018 11:00:01,F1T,83.66
12-26-2018 11:00:01,F1H,31.50
12-26-2018 11:00:09,N10,403
12-26-2018 11:00:09,N11,325
12-26-2018 11:00:09,N12,300
12-26-2018 11:00:09,N1T,84.92
12-26-2018 11:00:09,N1H,99.90
12-26-2018 11:00:16,P10,506
12-26-2018 11:00:16,P11,426
12-26-2018 11:00:16,P12,375
12-26-2018 11:00:16,P1T,71.60
12-26-2018 11:00:16,P1H,58.50
12-26-2018 11:00:23,F20,595
12-26-2018 11:00:23,F2T,75.92
12-26-2018 11:00:23,F2H,45.00
12-26-2018 11:30:01,F10,608
12-26-2018 11:30:01,F1T,83.66
12-26-2018 11:30:01,F1H,31.30
12-26-2018 11:30:08,N10,426
12-26-2018 11:30:08,N11,325
12-26-2018 11:30:08,N12,304
12-26-2018 11:30:08,N1T,84.92
12-26-2018 11:30:08,N1H,99.90
12-26-2018 11:30:16,P10,511
12-26-2018 11:30:16,P11,423
12-26-2018 11:30:16,P12,372
12-26-2018 11:30:16,P1T,71.78
12-26-2018 11:30:16,P1H,58.20
12-26-2018 11:30:23,F20,600
12-26-2018 11:30:23,F2T,76.10
12-26-2018 11:30:23,F2H,45.00
12-26-2018 12:00:01,F10,611
12-26-2018 12:00:01,F1T,83.66
12-26-2018 12:00:01,F1H,31.50
12-26-2018 12:00:09,N10,419
12-26-2018 12:00:09,N11,324
12-26-2018 12:00:09,N12,299
12-26-2018 12:00:09,N1T,85.10
12-26-2018 12:00:09,N1H,99.90
12-26-2018 12:00:16,P10,515
12-26-2018 12:00:16,P11,428
12-26-2018 12:00:16,P12,371
12-26-2018 12:00:16,P1T,71.60
12-26-2018 12:00:16,P1H,59.40
12-26-2018 12:00:24,F20,598
12-26-2018 12:00:24,F2T,76.10
12-26-2018 12:00:24,F2H,44.80
12-26-2018 12:30:01,F10,607
12-26-2018 12:30:01,F1T,83.48
12-26-2018 12:30:01,F1H,31.10
12-26-2018 12:30:08,N10,367
12-26-2018 12:30:08,N11,321
12-26-2018 12:30:08,N12,288
12-26-2018 12:30:08,N1T,85.10
12-26-2018 12:30:08,N1H,99.90
12-26-2018 12:30:16,P10,517
12-26-2018 12:30:16,P11,426
12-26-2018 12:30:16,P12,377
12-26-2018 12:30:16,P1T,71.60
12-26-2018 12:30:16,P1H,58.80
12-26-2018 12:30:23,F20,599
12-26-2018 12:30:23,F2T,76.28
12-26-2018 12:30:23,F2H,44.50
12-26-2018 13:00:02,F10,479
12-26-2018 13:00:02,F1T,82.94
12-26-2018 13:00:02,F1H,33.70
12-26-2018 13:00:09,N10,384
12-26-2018 13:00:09,N11,326
12-26-2018 13:00:09,N12,307
12-26-2018 13:00:09,N1T,85.46
12-26-2018 13:00:09,N1H,99.90
12-26-2018 13:00:16,P10,498
12-26-2018 13:00:16,P11,434
12-26-2018 13:00:16,P12,387
12-26-2018 13:00:16,P1T,71.60
12-26-2018 13:00:16,P1H,61.00
12-26-2018 13:00:24,F20,475
12-26-2018 13:00:24,F2T,75.38
12-26-2018 13:00:24,F2H,43.90
12-26-2018 13:30:01,F10,479
12-26-2018 13:30:01,F1T,82.76
12-26-2018 13:30:01,F1H,32.80
12-26-2018 13:30:09,N10,416
12-26-2018 13:30:09,N11,320
12-26-2018 13:30:09,N12,294
12-26-2018 13:30:09,N1T,85.28
12-26-2018 13:30:09,N1H,99.90
12-26-2018 13:30:16,P10,508
12-26-2018 13:30:16,P11,427
12-26-2018 13:30:16,P12,370
12-26-2018 13:30:16,P1T,71.60
12-26-2018 13:30:16,P1H,59.90
12-26-2018 13:30:23,F20,493
12-26-2018 13:30:23,F2T,75.92
12-26-2018 13:30:23,F2H,46.00
12-26-2018 14:00:01,F10,480
12-26-2018 14:00:01,F1T,82.94
12-26-2018 14:00:01,F1H,32.20
12-26-2018 14:00:08,N10,418
12-26-2018 14:00:08,N11,322
12-26-2018 14:00:08,N12,293
12-26-2018 14:00:08,N1T,85.46
12-26-2018 14:00:08,N1H,99.90
12-26-2018 14:00:15,P10,496
12-26-2018 14:00:15,P11,424
12-26-2018 14:00:15,P12,371
12-26-2018 14:00:15,P1T,71.42
12-26-2018 14:00:15,P1H,58.60
12-26-2018 14:00:23,F20,535
12-26-2018 14:00:23,F2T,76.10
12-26-2018 14:00:23,F2H,46.20
12-26-2018 14:30:01,F10,484
12-26-2018 14:30:01,F1T,83.12
12-26-2018 14:30:01,F1H,32.00
12-26-2018 14:30:09,N10,411
12-26-2018 14:30:09,N11,323
12-26-2018 14:30:09,N12,292
12-26-2018 14:30:09,N1T,85.46
12-26-2018 14:30:09,N1H,99.90
12-26-2018 14:30:16,P10,507
12-26-2018 14:30:16,P11,426
12-26-2018 14:30:16,P12,370
12-26-2018 14:30:16,P1T,71.60
12-26-2018 14:30:16,P1H,59.00
12-26-2018 14:30:23,F20,549
12-26-2018 14:30:23,F2T,76.28
12-26-2018 14:30:23,F2H,45.40
12-26-2018 15:00:01,F10,486
12-26-2018 15:00:01,F1T,83.12
12-26-2018 15:00:01,F1H,32.20
12-26-2018 15:00:08,N10,407
12-26-2018 15:00:08,N11,321
12-26-2018 15:00:08,N12,290
12-26-2018 15:00:08,N1T,85.28
12-26-2018 15:00:08,N1H,99.90
12-26-2018 15:00:16,P10,505
12-26-2018 15:00:16,P11,435
12-26-2018 15:00:16,P12,375
12-26-2018 15:00:16,P1T,71.60
12-26-2018 15:00:16,P1H,59.10
12-26-2018 15:00:23,F20,546
12-26-2018 15:00:23,F2T,75.74
12-26-2018 15:00:23,F2H,47.00
12-26-2018 15:30:01,F10,489
12-26-2018 15:30:01,F1T,83.12
12-26-2018 15:30:01,F1H,32.10
12-26-2018 15:30:09,N10,431
12-26-2018 15:30:09,N11,326
12-26-2018 15:30:09,N12,293
12-26-2018 15:30:09,N1T,85.10
12-26-2018 15:30:09,N1H,99.90
12-26-2018 15:30:16,P10,491
12-26-2018 15:30:16,P11,420
12-26-2018 15:30:16,P12,374
12-26-2018 15:30:16,P1T,71.42
12-26-2018 15:30:16,P1H,60.40
12-26-2018 15:30:23,F20,553
12-26-2018 15:30:23,F2T,75.74
12-26-2018 15:30:23,F2H,46.40
12-26-2018 16:00:01,F10,489
12-26-2018 16:00:01,F1T,83.12
12-26-2018 16:00:01,F1H,32.10
12-26-2018 16:00:08,N10,436
12-26-2018 16:00:08,N11,324
12-26-2018 16:00:08,N12,297
12-26-2018 16:00:08,N1T,84.92
12-26-2018 16:00:08,N1H,99.90
12-26-2018 16:00:16,P10,516
12-26-2018 16:00:16,P11,416
12-26-2018 16:00:16,P12,379
12-26-2018 16:00:16,P1T,71.42
12-26-2018 16:00:16,P1H,59.20
12-26-2018 16:00:23,F20,554
12-26-2018 16:00:23,F2T,75.56
12-26-2018 16:00:23,F2H,47.20
12-26-2018 16:30:01,F10,492
12-26-2018 16:30:01,F1T,83.48
12-26-2018 16:30:01,F1H,32.30
12-26-2018 16:30:09,N10,433
12-26-2018 16:30:09,N11,327
12-26-2018 16:30:09,N12,307
12-26-2018 16:30:09,N1T,85.28
12-26-2018 16:30:09,N1H,99.90
12-26-2018 16:30:16,P10,516
12-26-2018 16:30:16,P11,441
12-26-2018 16:30:16,P12,384
12-26-2018 16:30:16,P1T,71.60
12-26-2018 16:30:16,P1H,58.20
12-26-2018 16:30:24,F20,535
12-26-2018 16:30:24,F2T,76.46
12-26-2018 16:30:24,F2H,46.70
12-26-2018 17:00:01,F10,488
12-26-2018 17:00:01,F1T,83.66
12-26-2018 17:00:01,F1H,32.40
12-26-2018 17:00:08,N10,438
12-26-2018 17:00:08,N11,324
12-26-2018 17:00:08,N12,294
12-26-2018 17:00:08,N1T,85.46
12-26-2018 17:00:08,N1H,99.90
12-26-2018 17:00:16,P10,505
12-26-2018 17:00:16,P11,427
12-26-2018 17:00:16,P12,369
12-26-2018 17:00:16,P1T,71.60
12-26-2018 17:00:16,P1H,57.30
12-26-2018 17:00:23,F20,541
12-26-2018 17:00:23,F2T,76.10
12-26-2018 17:00:23,F2H,47.70
12-26-2018 17:30:01,F10,491
12-26-2018 17:30:01,F1T,83.84
12-26-2018 17:30:01,F1H,32.50
12-26-2018 17:30:08,N10,436
12-26-2018 17:30:08,N11,324
12-26-2018 17:30:08,N12,291
12-26-2018 17:30:08,N1T,85.64
12-26-2018 17:30:08,N1H,99.90
12-26-2018 17:30:15,P10,514
12-26-2018 17:30:15,P11,428
12-26-2018 17:30:15,P12,372
12-26-2018 17:30:15,P1T,71.78
12-26-2018 17:30:15,P1H,56.40
12-26-2018 17:30:23,F20,566
12-26-2018 17:30:23,F2T,76.10
12-26-2018 17:30:23,F2H,47.90
12-26-2018 18:00:01,F10,493
12-26-2018 18:00:01,F1T,83.84
12-26-2018 18:00:01,F1H,32.40
12-26-2018 18:00:09,N10,440
12-26-2018 18:00:09,N11,327
12-26-2018 18:00:09,N12,291
12-26-2018 18:00:09,N1T,85.46
12-26-2018 18:00:09,N1H,99.90
12-26-2018 18:00:16,P10,507
12-26-2018 18:00:16,P11,427
12-26-2018 18:00:16,P12,372
12-26-2018 18:00:16,P1T,71.96
12-26-2018 18:00:16,P1H,57.00
12-26-2018 18:00:23,F20,569
12-26-2018 18:00:23,F2T,76.10
12-26-2018 18:00:23,F2H,47.70
12-26-2018 18:30:01,F10,492
12-26-2018 18:30:01,F1T,83.84
12-26-2018 18:30:01,F1H,32.20
12-26-2018 18:30:08,N10,447
12-26-2018 18:30:08,N11,325
12-26-2018 18:30:08,N12,293
12-26-2018 18:30:08,N1T,85.46
12-26-2018 18:30:08,N1H,99.90
12-26-2018 18:30:16,P10,515
12-26-2018 18:30:16,P11,433
12-26-2018 18:30:16,P12,379
12-26-2018 18:30:16,P1T,71.96
12-26-2018 18:30:16,P1H,57.80
12-26-2018 18:30:23,F20,566
12-26-2018 18:30:23,F2T,76.10
12-26-2018 18:30:23,F2H,46.90
12-26-2018 19:00:01,F10,505
12-26-2018 19:00:01,F1T,83.84
12-26-2018 19:00:01,F1H,32.20
12-26-2018 19:00:09,N10,443
12-26-2018 19:00:09,N11,324
12-26-2018 19:00:09,N12,296
12-26-2018 19:00:09,N1T,85.46
12-26-2018 19:00:09,N1H,99.90
12-26-2018 19:00:16,P10,526
12-26-2018 19:00:16,P11,437
12-26-2018 19:00:16,P12,376
12-26-2018 19:00:16,P1T,71.96
12-26-2018 19:00:16,P1H,58.80
12-26-2018 19:00:23,F20,571
12-26-2018 19:00:23,F2T,75.92
12-26-2018 19:00:23,F2H,46.90
12-26-2018 19:30:01,F10,528
12-26-2018 19:30:01,F1T,73.22
12-26-2018 19:30:01,F1H,45.60
12-26-2018 19:30:08,N10,445
12-26-2018 19:30:08,N11,330
12-26-2018 19:30:08,N12,305
12-26-2018 19:30:08,N1T,85.28
12-26-2018 19:30:08,N1H,99.90
12-26-2018 19:30:16,P10,499
12-26-2018 19:30:16,P11,442
12-26-2018 19:30:16,P12,382
12-26-2018 19:30:16,P1T,71.06
12-26-2018 19:30:16,P1H,61.50
12-26-2018 19:30:23,F20,568
12-26-2018 19:30:23,F2T,69.44
12-26-2018 19:30:23,F2H,56.00
12-26-2018 20:00:01,F10,530
12-26-2018 20:00:01,F1T,72.86
12-26-2018 20:00:01,F1H,45.80
12-26-2018 20:00:09,N10,373
12-26-2018 20:00:09,N11,318
12-26-2018 20:00:09,N12,289
12-26-2018 20:00:09,N1T,85.46
12-26-2018 20:00:09,N1H,99.90
12-26-2018 20:00:16,P10,515
12-26-2018 20:00:16,P11,432
12-26-2018 20:00:16,P12,374
12-26-2018 20:00:16,P1T,71.06
12-26-2018 20:00:16,P1H,61.00
12-26-2018 20:00:24,F20,570
12-26-2018 20:00:24,F2T,69.26
12-26-2018 20:00:24,F2H,56.10
12-26-2018 20:30:01,F10,541
12-26-2018 20:30:01,F1T,72.14
12-26-2018 20:30:01,F1H,46.70
12-26-2018 20:30:08,N10,440
12-26-2018 20:30:08,N11,325
12-26-2018 20:30:08,N12,299
12-26-2018 20:30:08,N1T,84.92
12-26-2018 20:30:08,N1H,99.90
12-26-2018 20:30:16,P10,517
12-26-2018 20:30:16,P11,437
12-26-2018 20:30:16,P12,374
12-26-2018 20:30:16,P1T,70.88
12-26-2018 20:30:16,P1H,54.60
12-26-2018 20:30:23,F20,575
12-26-2018 20:30:23,F2T,68.90
12-26-2018 20:30:23,F2H,57.10
12-26-2018 21:00:02,F10,542
12-26-2018 21:00:02,F1T,71.78
12-26-2018 21:00:02,F1H,47.10
12-26-2018 21:00:09,N10,428
12-26-2018 21:00:09,N11,323
12-26-2018 21:00:09,N12,299
12-26-2018 21:00:09,N1T,84.56
12-26-2018 21:00:09,N1H,99.90
12-26-2018 21:00:16,P10,520
12-26-2018 21:00:16,P11,443
12-26-2018 21:00:16,P12,378
12-26-2018 21:00:16,P1T,70.88
12-26-2018 21:00:16,P1H,54.60
12-26-2018 21:00:24,F20,580
12-26-2018 21:00:24,F2T,68.54
12-26-2018 21:00:24,F2H,57.30
12-26-2018 21:30:01,F10,550
12-26-2018 21:30:01,F1T,71.60
12-26-2018 21:30:01,F1H,46.90
12-26-2018 21:30:09,N10,370
12-26-2018 21:30:09,N11,319
12-26-2018 21:30:09,N12,288
12-26-2018 21:30:09,N1T,84.56
12-26-2018 21:30:09,N1H,99.90
12-26-2018 21:30:16,P10,516
12-26-2018 21:30:16,P11,438
12-26-2018 21:30:16,P12,378
12-26-2018 21:30:16,P1T,70.70
12-26-2018 21:30:16,P1H,53.00
12-26-2018 21:30:23,F20,570
12-26-2018 21:30:23,F2T,68.36
12-26-2018 21:30:23,F2H,57.00
12-26-2018 22:00:01,F10,556
12-26-2018 22:00:01,F1T,71.42
12-26-2018 22:00:01,F1H,47.20
12-26-2018 22:00:08,N10,431
12-26-2018 22:00:08,N11,324
12-26-2018 22:00:08,N12,300
12-26-2018 22:00:08,N1T,84.38
12-26-2018 22:00:08,N1H,99.90
12-26-2018 22:00:15,P10,507
12-26-2018 22:00:15,P11,430
12-26-2018 22:00:15,P12,380
12-26-2018 22:00:15,P1T,70.70
12-26-2018 22:00:15,P1H,53.70
12-26-2018 22:00:23,F20,578
12-26-2018 22:00:23,F2T,68.18
12-26-2018 22:00:23,F2H,56.90
12-26-2018 22:30:01,F10,560
12-26-2018 22:30:01,F1T,71.42
12-26-2018 22:30:01,F1H,46.80
12-26-2018 22:30:09,N10,369
12-26-2018 22:30:09,N11,318
12-26-2018 22:30:09,N12,291
12-26-2018 22:30:09,N1T,84.56
12-26-2018 22:30:09,N1H,99.90
12-26-2018 22:30:16,P10,504
12-26-2018 22:30:16,P11,438
12-26-2018 22:30:16,P12,381
12-26-2018 22:30:16,P1T,70.70
12-26-2018 22:30:16,P1H,53.60
12-26-2018 22:30:23,F20,576
12-26-2018 22:30:23,F2T,68.18
12-26-2018 22:30:23,F2H,57.50
12-26-2018 23:00:01,F10,564
12-26-2018 23:00:01,F1T,71.24
12-26-2018 23:00:01,F1H,47.10
12-26-2018 23:00:08,N10,378
12-26-2018 23:00:08,N11,324
12-26-2018 23:00:08,N12,296
12-26-2018 23:00:08,N1T,84.38
12-26-2018 23:00:08,N1H,99.90
12-26-2018 23:00:16,P10,528
12-26-2018 23:00:16,P11,435
12-26-2018 23:00:16,P12,380
12-26-2018 23:00:16,P1T,70.70
12-26-2018 23:00:16,P1H,53.20
12-26-2018 23:00:23,F20,576
12-26-2018 23:00:23,F2T,68.00
12-26-2018 23:00:23,F2H,57.30
12-26-2018 23:30:01,F10,568
12-26-2018 23:30:01,F1T,71.24
12-26-2018 23:30:01,F1H,47.20
12-26-2018 23:30:09,N10,384
12-26-2018 23:30:09,N11,319
12-26-2018 23:30:09,N12,301
12-26-2018 23:30:09,N1T,84.38
12-26-2018 23:30:09,N1H,99.90
12-26-2018 23:30:16,P10,528
12-26-2018 23:30:16,P11,445
12-26-2018 23:30:16,P12,381
12-26-2018 23:30:16,P1T,70.70
12-26-2018 23:30:16,P1H,52.80
12-26-2018 23:30:23,F20,580
12-26-2018 23:30:23,F2T,68.00
12-26-2018 23:30:23,F2H,57.30
12-27-2018 00:00:01,F10,572
12-27-2018 00:00:01,F1T,71.24
12-27-2018 00:00:01,F1H,47.40
12-27-2018 00:00:08,N10,381
12-27-2018 00:00:08,N11,319
12-27-2018 00:00:08,N12,301
12-27-2018 00:00:08,N1T,84.38
12-27-2018 00:00:08,N1H,99.90
12-27-2018 00:00:16,P10,519
12-27-2018 00:00:16,P11,449
12-27-2018 00:00:16,P12,386
12-27-2018 00:00:16,P1T,70.70
12-27-2018 00:00:16,P1H,53.10
12-27-2018 00:00:23,F20,577
12-27-2018 00:00:23,F2T,68.00
12-27-2018 00:00:23,F2H,57.50
12-27-2018 00:30:02,F10,556
12-27-2018 00:30:02,F1T,71.24
12-27-2018 00:30:02,F1H,47.40
12-27-2018 00:30:09,N10,366
12-27-2018 00:30:09,N11,322
12-27-2018 00:30:09,N12,295
12-27-2018 00:30:09,N1T,84.38
12-27-2018 00:30:09,N1H,99.90
12-27-2018 00:30:16,P10,523
12-27-2018 00:30:16,P11,435
12-27-2018 00:30:16,P12,384
12-27-2018 00:30:16,P1T,70.70
12-27-2018 00:30:16,P1H,54.30
12-27-2018 00:30:24,F20,580
12-27-2018 00:30:24,F2T,68.00
12-27-2018 00:30:24,F2H,57.50
12-27-2018 01:00:01,F10,561
12-27-2018 01:00:01,F1T,71.06
12-27-2018 01:00:01,F1H,47.90
12-27-2018 01:00:08,N10,367
12-27-2018 01:00:08,N11,318
12-27-2018 01:00:08,N12,299
12-27-2018 01:00:08,N1T,84.38
12-27-2018 01:00:08,N1H,99.90
12-27-2018 01:00:16,P10,513
12-27-2018 01:00:16,P11,448
12-27-2018 01:00:16,P12,387
12-27-2018 01:00:16,P1T,70.16
12-27-2018 01:00:16,P1H,58.70
12-27-2018 01:00:23,F20,576
12-27-2018 01:00:23,F2T,67.82
12-27-2018 01:00:23,F2H,57.10
12-27-2018 01:30:01,F10,562
12-27-2018 01:30:01,F1T,70.88
12-27-2018 01:30:01,F1H,47.60
12-27-2018 01:30:08,N10,375
12-27-2018 01:30:08,N11,321
12-27-2018 01:30:08,N12,302
12-27-2018 01:30:08,N1T,82.40
12-27-2018 01:30:08,N1H,99.90
12-27-2018 01:30:15,P10,504
12-27-2018 01:30:15,P11,453
12-27-2018 01:30:15,P12,389
12-27-2018 01:30:15,P1T,69.98
12-27-2018 01:30:15,P1H,61.90
12-27-2018 01:30:23,F20,585
12-27-2018 01:30:23,F2T,67.64
12-27-2018 01:30:23,F2H,56.90
12-27-2018 02:00:01,F10,557
12-27-2018 02:00:01,F1T,70.88
12-27-2018 02:00:01,F1H,47.80
12-27-2018 02:00:09,N10,373
12-27-2018 02:00:09,N11,321
12-27-2018 02:00:09,N12,306
12-27-2018 02:00:09,N1T,81.68
12-27-2018 02:00:09,N1H,99.90
12-27-2018 02:00:16,P10,517
12-27-2018 02:00:16,P11,446
12-27-2018 02:00:16,P12,386
12-27-2018 02:00:16,P1T,69.80
12-27-2018 02:00:16,P1H,60.50
12-27-2018 02:00:23,F20,576
12-27-2018 02:00:23,F2T,67.64
12-27-2018 02:00:23,F2H,56.20
12-27-2018 02:30:01,F10,561
12-27-2018 02:30:01,F1T,70.88
12-27-2018 02:30:01,F1H,47.80
12-27-2018 02:30:08,N10,390
12-27-2018 02:30:08,N11,327
12-27-2018 02:30:08,N12,310
12-27-2018 02:30:08,N1T,81.14
12-27-2018 02:30:08,N1H,99.90
12-27-2018 02:30:16,P10,523
12-27-2018 02:30:16,P11,448
12-27-2018 02:30:16,P12,381
12-27-2018 02:30:16,P1T,69.80
12-27-2018 02:30:16,P1H,60.30
12-27-2018 02:30:23,F20,575
12-27-2018 02:30:23,F2T,67.64
12-27-2018 02:30:23,F2H,56.30
12-27-2018 03:00:01,F10,561
12-27-2018 03:00:01,F1T,70.88
12-27-2018 03:00:01,F1H,48.00
12-27-2018 03:00:09,N10,383
12-27-2018 03:00:09,N11,327
12-27-2018 03:00:09,N12,311
12-27-2018 03:00:09,N1T,80.96
12-27-2018 03:00:09,N1H,99.90
12-27-2018 03:00:16,P10,535
12-27-2018 03:00:16,P11,444
12-27-2018 03:00:16,P12,386
12-27-2018 03:00:16,P1T,69.62
12-27-2018 03:00:16,P1H,58.70
12-27-2018 03:00:23,F20,577
12-27-2018 03:00:23,F2T,67.64
12-27-2018 03:00:23,F2H,56.20
12-27-2018 03:30:01,F10,564
12-27-2018 03:30:01,F1T,70.70
12-27-2018 03:30:01,F1H,47.90
12-27-2018 03:30:08,N10,395
12-27-2018 03:30:08,N11,326
12-27-2018 03:30:08,N12,313
12-27-2018 03:30:08,N1T,80.60
12-27-2018 03:30:08,N1H,99.90
12-27-2018 03:30:16,P10,520
12-27-2018 03:30:16,P11,451
12-27-2018 03:30:16,P12,389
12-27-2018 03:30:16,P1T,69.80
12-27-2018 03:30:16,P1H,57.90
12-27-2018 03:30:23,F20,585
12-27-2018 03:30:23,F2T,67.64
12-27-2018 03:30:23,F2H,56.00
12-27-2018 04:00:01,F10,569
12-27-2018 04:00:01,F1T,70.70
12-27-2018 04:00:01,F1H,48.30
12-27-2018 04:00:09,N10,397
12-27-2018 04:00:09,N11,327
12-27-2018 04:00:09,N12,310
12-27-2018 04:00:09,N1T,80.42
12-27-2018 04:00:09,N1H,99.90
12-27-2018 04:00:16,P10,516
12-27-2018 04:00:16,P11,450
12-27-2018 04:00:16,P12,384
12-27-2018 04:00:16,P1T,69.80
12-27-2018 04:00:16,P1H,57.00
12-27-2018 04:00:24,F20,584
12-27-2018 04:00:24,F2T,67.46
12-27-2018 04:00:24,F2H,56.50
12-27-2018 04:30:01,F10,568
12-27-2018 04:30:01,F1T,70.70
12-27-2018 04:30:01,F1H,48.30
12-27-2018 04:30:09,N10,390
12-27-2018 04:30:09,N11,330
12-27-2018 04:30:09,N12,313
12-27-2018 04:30:09,N1T,80.24
12-27-2018 04:30:09,N1H,99.90
12-27-2018 04:30:16,P10,532
12-27-2018 04:30:16,P11,450
